Elapsed,Temp,Latency,Mode
120.78,57.31,3962.97,2
121.8,57.34,3962.97,2
122.81,57.34,3962.97,2
123.83,57.22,3335.63,2
124.84,57.75,3335.63,2
125.86,57.75,3335.63,2
126.87,57.19,3386.91,2
127.89,57.75,3386.91,2
128.9,58.16,3386.91,2
129.92,57.78,3321.32,2
130.93,58.19,3322.97,2
131.95,58.12,3322.97,2
132.96,58.22,3322.97,2
133.98,58.12,3355.91,2
134.99,58.66,3355.91,2
136.01,58.56,3355.91,2
137.02,58.41,3233.49,2
138.03,58.53,3233.49,2
139.05,58.78,3233.49,2
140.06,58.12,3229.71,2
141.08,58.75,3229.71,2
142.09,58.97,3229.71,2
143.11,58.84,3340.21,2
144.12,59.22,3233.19,2
145.14,59.28,3233.19,2
146.16,59.09,3183.62,2
147.17,59.16,3359.74,2
148.18,59.53,3359.74,2
149.2,59.56,3359.74,2
150.22,59.53,3261.57,2
151.23,59.59,3261.57,2
152.25,59.59,3261.57,2
153.26,59.09,3405.29,2
154.28,59.94,3405.29,2
155.29,59.72,3405.29,2
156.31,60.12,3405.29,2
157.32,60.0,3398.2,2
158.34,60.06,3398.2,2
159.35,60.12,3398.2,2
160.36,59.84,3335.27,2
161.38,60.44,3335.27,2
162.39,60.44,3335.27,2
163.41,59.69,3415.06,2
164.42,60.47,3415.06,2
165.44,60.5,3415.06,2
166.45,60.53,3415.06,2
167.47,60.69,3364.56,2
168.48,60.72,3364.56,2
169.5,60.78,3364.56,2
170.51,60.5,3400.08,2
171.53,60.91,3400.08,2
172.54,60.97,3400.08,2
173.56,60.72,3385.8,2
174.57,61.19,3385.8,2
175.59,61.09,3385.8,2
176.6,61.16,3332.73,2
177.62,61.16,3332.63,2
178.63,61.25,3332.63,2
179.66,61.22,3332.63,2
180.67,61.38,3949.88,2
181.69,61.44,3949.88,2
182.7,61.53,3949.88,2
183.72,61.53,3949.88,2
184.74,61.53,3350.88,2
185.75,61.59,3350.88,2
186.77,61.97,3350.88,2
187.78,61.41,3475.72,2
188.8,61.81,3475.72,2
189.81,61.78,3475.72,2
190.83,61.59,3391.13,2
191.84,62.06,3391.13,2
192.86,62.09,3391.13,2
193.87,62.31,3391.13,2
194.88,62.28,3380.21,2
195.89,62.5,3380.21,2
196.9,62.28,3380.21,2
197.91,62.19,3455.81,2
198.92,62.44,3455.81,2
199.93,62.62,3455.81,2
200.94,62.5,3333.64,2
201.95,62.66,3333.64,2
202.96,62.78,3333.64,2
203.97,62.88,3333.64,2
204.98,62.78,3414.24,2
205.99,62.88,3414.24,2
207.0,63.03,3414.24,2
208.01,62.88,3414.24,2
209.02,63.09,4250.09,2
210.03,63.19,4250.09,2
211.04,63.09,4250.09,2
212.05,62.62,3373.57,2
213.06,63.06,3373.57,2
